id,application_date,segment,case_count
116,2019-08-21,2,949.9812509712508
117,2019-08-22,2,1543.2314890664888
118,2019-08-23,2,838.6410744810744
119,2019-08-24,2,1276.7020275331902
120,2019-08-25,2,1374.3109324669235
121,2019-08-26,2,1301.8127016031508
122,2019-08-27,2,1253.7840797368958
123,2019-08-28,2,1099.0772415585832
124,2019-08-29,2,1233.6576724542751
125,2019-08-30,2,332.2511223686275
126,2019-08-31,2,93.87871597356892
127,2019-09-01,2,500.9302838827839
128,2019-09-02,2,265.79890873015876
129,2019-09-03,2,500.2830431848852
130,2019-09-04,2,415.54954212454214
131,2019-09-05,2,251.30883986928106
132,2019-09-06,2,305.78497002997
133,2019-09-07,2,186.55301659125186
134,2019-09-08,2,227.3781592508799
135,2019-09-09,2,195.94490878402647
136,2019-09-10,2,260.42364135864136
137,2019-09-11,2,1000.0879842152174
138,2019-09-12,2,2007.3961544011545
139,2019-09-13,2,883.7733333333333
140,2019-09-14,2,998.5875564713066
141,2019-09-15,2,985.3081782106781
142,2019-09-16,2,2070.617813852814
143,2019-09-17,2,1714.1222853535353
144,2019-09-18,2,1881.1544164332402
145,2019-09-19,2,826.9537984237984
146,2019-09-20,2,1863.7021773324716
147,2019-09-21,2,949.9812509712508
148,2019-09-22,2,1543.2314890664888
149,2019-09-23,2,838.6410744810744
150,2019-09-24,2,1276.7020275331902
151,2019-09-25,2,1374.3109324669235
152,2019-09-26,2,1301.8127016031508
153,2019-09-27,2,1253.7840797368958
154,2019-09-28,2,1099.0772415585832
155,2019-09-29,2,1233.6576724542751
156,2019-09-30,2,332.2511223686275
157,2019-10-01,2,435.625876587951
158,2019-10-02,2,340.9577816370403
159,2019-10-03,2,459.5914176786364
160,2019-10-04,2,417.5881303179579
161,2019-10-05,2,287.7812582041614
162,2019-10-06,2,325.06603494897615
163,2019-10-07,2,268.9235032880832
164,2019-10-08,2,312.27394507166565
165,2019-10-09,2,235.05695360195364
166,2019-10-10,2,312.1244763071535
167,2019-10-11,2,992.8216306742491
168,2019-10-12,2,1797.6926453998226
169,2019-10-13,2,1955.5009639421417
170,2019-10-14,2,1551.523366304586
171,2019-10-15,2,1506.1907216185468
172,2019-10-16,2,1137.400638049441
173,2019-10-17,2,1909.1546345317208
174,2019-10-18,2,1200.9691463793076
175,2019-10-19,2,1295.151467826157
176,2019-10-20,2,1396.8094168955886
177,2019-10-21,2,1256.9621321190666
178,2019-10-22,2,1498.6925649985396
179,2019-10-23,2,1164.708057408757
180,2019-10-24,2,1461.094873707613
